v1,speaker,domint,topic1,topic2,frame,gainloss,debate,hc_segtype,hc_funct,hc_meme,hc_memtyp,hc_memint,hc_interpt,hc_success,hc_intype,hc_visinter,hc_visuccess,hc_intmod,hc_modtype,hc_nonflu,hc_putdown,hc_attone,hc_fetone,hc_hrtone,hc_lookat2,hc_brush1,hc_nvdis1,hc_look,hc_eyebrow,hc_atface,hc_feface,hc_hrface,hc_saface,hc_neuface,hc_inapprop,hc_affgest,hc_defgest,hc_nvsub,hc_agentic,hc_commun,hc_waveoff,hc_nvtic1,hc_nvtic2,hc_nvtic3,hc_nvtic4,hc_nvtic5,hc_nvtic6,dt_segtype,dt_funct,dt_meme,dt_memtyp,dt_memint,dt_interpt,dt_success,dt_intype,dt_visinter,dt_visuccess,dt_intmod,dt_modtype,dt_nonflu,dt_putdown,dt_attone,dt_fetone,dt_hrtone,dt_lookat2,dt_brush1,dt_nvdis1,dt_lookat3,dt_eyebrow,dt_atface,dt_feface,dt_hrface,dt_saface,dt_neuface,dt_inapprop,dt_affgest,dt_defgest,dt_nvsub,dt_agentic,dt_commun,dt_waveoff,dt_nvtic1,dt_nvtic2,dt_nvtic3,dt_nvtic4,dt_nvtic5,dt_nvtic6,hc_blame,dt_blame,i,they,sixltr,hc_6ltr,hc_i,hc_they,hc_ithey_mean,hc_ithey,dt_6ltr,dt_i,dt_they,dt_ithey_mean,dt_ithey,tweet_vol,trump_vol,clinton_vol,mention_diff_vol,dt_interruptions,hc_interruptions,hc_angry,dt_angry,trump_vol_arf1,clinton_vol_arf1,DT_POPTOT,HC_POPTOT,hc_blame2,dt_blame2,hc_anger,dt_anger,DT_POPTOT10,HC_POPTOT10,HC_ATONE2,HC_AFACE2,HC_DGEST2,HC_NVDIS2,HC_INAPPRO2,HC_INTYPE2,HC_NONFLU2,HC_PUTD2,DT_ATONE2,DT_AFACE2,DT_DGEST2,DT_NVDIS2,DT_INAPPRO2,DT_INTYPE2,DT_NONFLU2,DT_PUTD2,HC_POP_VIS,DT_POP_VIS,HC_POP_TON,DT_POP_TON,HC_POP_VER,DT_POP_VER,HC_POP_VER2,DT_POP_VER2
400,0,2,16,20,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,3.7,22.22,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,11931,9850,2540,7310,0,0,0,0,-112.6028,-212.8859,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
401,3,2,16,16,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,0,16.67,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,11858,9595,2725,6870,0,0,0,0,-80.28783,210.3932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,3,1,16,16,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,3.12,0,25,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,11527,9274,2655,6619,0,0,0,0,-140.583,-107.2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,3,1,16,16,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,3.57,0,21.43,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,11084,8928,2588,6340,0,0,0,0,-162.9051,-58.72624,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
404,2,2,16,16,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,11.54,23.08,0,0,0,1.320899,-1.320899,23.08,0,11.54,2.101816,9.438184,11132,8801,2756,6045,0,0,0,2,46.25139,178.1079,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
405,2,2,19,16,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,9.52,2.38,0,0,0,1.320899,-1.320899,2.38,0,9.52,2.101816,7.418183,10969,8491,2878,5613,0,0,0,2,-201.9764,89.32826,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
406,2,2,34,19,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,7.69,11.54,0,0,0,1.320899,-1.320899,11.54,0,7.69,2.101816,5.588183,10362,8065,2700,5365,0,0,0,2,-294.6937,-199.9023,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,1,0,1,0,1
407,2,2,34,34,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,7.5,2.5,2.5,0,0,0,1.320899,-1.320899,2.5,7.5,2.5,2.101816,7.898183,9849,7584,2656,4928,0,0,0,2,-336.7262,-7.072084,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
408,2,2,34,8,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,5.88,8.82,0,0,0,1.320899,-1.320899,8.82,0,5.88,2.101816,3.778183,9759,7408,2762,4646,0,0,0,2,-36.65692,119.2555,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
409,0,2,16,8,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,4.17,0,29.17,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,10222,7954,2736,5218,0,0,0,2,598.3284,-43.26416,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
410,0,2,34,,6,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,0,24,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,10101,7847,2743,5104,0,0,0,2,-230.067,13.279,3,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,1,1,0,1,0
411,1,2,16,,6,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,1,1,2,0,0,0,,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.0299625,-0.0827715,0,0,11.54,11.54,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,9857,7638,2729,4909,1,0,0,2,-193.1323,-11.85311,4,1,1,0,0,0,4,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2,0,2,0,0,1,0
412,1,2,19,20,6,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,0,20,20,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,9543,7285,2716,4569,0,0,0,10,-302.0929,-7.20944,2,2,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,0,1,0
413,1,2,16,20,6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.0299625,-0.0827715,0,0,10.71,10.71,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,8518,6605,2300,4305,0,0,0,0,-599.1049,-410.6038,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,1,2,19,16,6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,-0.0299625,-0.0827715,0,0,13.79,13.79,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,8393,6348,2406,3942,0,0,0,0,-114.2666,179.7808,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,1,2,16,19,6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,3.03,0,15.15,15.15,3.03,0,1.320899,1.709101,0,0,0,2.101816,-2.101816,9539,7337,2567,4770,0,0,0,0,1021.939,133.4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,1,1,16,16,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0299625,-0.0827715,4.17,0,16.67,16.67,4.17,0,1.320899,2.849101,0,0,0,2.101816,-2.101816,9602,7447,2559,4888,0,0,1,0,-150.0105,-52.87973,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
417,1,1,16,35,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,8,24,24,0,8,1.320899,6.679101,0,0,0,2.101816,-2.101816,9690,7388,2706,4682,0,0,1,0,-128.1849,135.8825,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
418,1,2,16,35,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,0,19.23,19.23,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,9773,7457,2660,4797,0,0,1,0,64.73744,-79.3871,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
419,1,2,16,20,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,0,0,14.29,14.29,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,10081,7665,2824,4841,0,0,1,0,186.7153,168.9497,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,1,2,19,16,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,0,0,34.78,34.78,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,9988,7545,2829,4716,0,0,1,0,-167.7063,-22.87305,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
421,1,2,16,19,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,0,26.92,26.92,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,9710,7326,2765,4561,0,0,1,0,-189.4476,-60.04132,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
422,1,2,19,,6,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.0299625,-0.0827715,0,3.7,22.22,22.22,0,3.7,1.320899,2.379101,0,0,0,2.101816,-2.101816,10031,7560,2886,4674,0,0,1,0,291.2612,141.33,1,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
423,1,2,19,16,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0299625,-0.0827715,0,4,24,24,0,4,1.320899,2.679101,0,0,0,2.101816,-2.101816,10042,7598,2883,4715,0,0,2,0,-6.053411,-14.95244,1,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
424,0,2,19,14,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.0299625,-0.0827715,4.76,0,28.57,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,9595,7182,2776,4406,0,0,2,0,-420.7355,-95.80272,1,3,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0
425,2,2,,,6,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,0,3.12,15.62,0,0,0,1.320899,-1.320899,15.62,0,3.12,2.101816,1.018183,9601,7313,2677,4636,0,0,2,0,230.4671,-67.385,2,4,0,0,0,0,2,4,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,1,0,1,0,1,0
426,2,2,19,,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.0299625,-0.0827715,2.56,2.56,10.26,0,0,0,1.320899,-1.320899,10.26,2.56,2.56,2.101816,3.018183,9927,7454,2913,4541,0,0,0,2,120.1325,263.6801,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,3,0,1,0,1,0,1
427,2,2,19,20,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.0299625,0.5672284,2.86,2.86,11.43,0,0,0,1.320899,-1.320899,11.43,2.86,2.86,2.101816,3.618184,9564,7310,2701,4609,0,0,0,2,-176.1833,-247.3138,6,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,3,0,1,0,2,0,3
428,2,2,19,16,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,15.38,0,5.13,0,0,0,1.320899,-1.320899,5.13,15.38,0,2.101816,13.27818,9400,7180,2590,4590,0,0,0,2,-97.36105,-66.45927,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
429,2,2,16,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,2.86,8.57,14.29,0,0,0,1.320899,-1.320899,14.29,2.86,8.57,2.101816,9.328183,9138,6902,2637,4265,0,0,0,2,-245.3815,73.57227,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
430,2,2,16,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,3.7,3.7,11.11,0,0,0,1.320899,-1.320899,11.11,3.7,3.7,2.101816,5.298183,9184,6986,2596,4390,0,0,0,2,144.4788,-48.94408,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,1
431,2,2,16,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,5,2.5,15,0,0,0,1.320899,-1.320899,15,5,2.5,2.101816,5.398183,9181,7034,2551,4483,0,0,0,2,23.07664,-40.51571,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
432,2,2,,,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,8.82,0,8.82,0,0,0,1.320899,-1.320899,8.82,8.82,0,2.101816,6.718184,8989,6827,2559,4268,0,0,0,2,-231.541,12.3197,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
433,2,2,16,,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,7.41,0,14.81,0,0,0,1.320899,-1.320899,14.81,7.41,0,2.101816,5.308184,9171,7028,2564,4464,0,0,0,2,233.0028,-1.924347,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
434,2,2,16,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,11.11,2.22,4.44,0,0,0,1.320899,-1.320899,4.44,11.11,2.22,2.101816,11.22818,9681,7615,2703,4912,0,0,0,2,530.5771,131.5826,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
435,2,2,16,15,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,10,0,10,0,0,0,1.320899,-1.320899,10,10,0,2.101816,7.898183,9985,8032,2833,5199,0,0,0,2,275.0781,99.86896,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
436,2,2,16,19,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,0,0,13.33,0,0,0,1.320899,-1.320899,13.33,0,0,2.101816,-2.101816,9726,7897,2685,5212,0,0,0,2,-227.6121,-172.3868,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,1
437,2,2,16,19,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,3.23,6.45,16.13,0,0,0,1.320899,-1.320899,16.13,3.23,6.45,2.101816,7.578184,9830,7942,2698,5244,0,0,0,2,95.44497,43.74671,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,1
438,0,2,16,34,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.0299625,-0.0827715,2.33,6.98,18.6,0,0,0,1.320899,-1.320899,0,0,0,2.101816,-2.101816,10186,8358,2696,5662,0,0,0,2,442.9404,1.544391,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0
